Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
TREML2,ENSG00000112195,3.75074661172472e-27,0.00000160836120643992,5.35820944532103e-28,0.195084361373745,pLoF,6041192373,6,41192373,
TNXB,ENSG00000168477,4.0708442703459e-27,2.3371232654163e-19,1.7261152328948e-26,0.490913123020533,pLoF,6032038228,6,32038228,
RAB3IL1,ENSG00000167994,6.25325347306187e-25,0.000099446940598602,8.93321924723124e-26,0.12466880512599,pLoF,11061898205,11,61898205,
WIPI1,ENSG00000070540,2.83242626041597e-24,0.0351566128351682,4.04632322916567e-25,0.0581946423663173,pLoF,17068420097,17,68420097,
OXR1,ENSG00000164830,1.48426347408949e-23,0.00440425861715665,2.12037639155642e-24,0.122767801028705,pLoF,8106447926,8,106447926,
UGGT1,ENSG00000136731,2.33225985401404e-23,0.00841023849068001,3.33179979144862e-24,0.0710025497750884,pLoF,2128091259,2,128091259,
ABCB1,ENSG00000085563,4.12678858228931e-22,0.0115051802243875,5.8954122604133e-23,0.0975266247207446,pLoF,7087504135,7,87504135,
SYNE1,ENSG00000131018,6.43290398062408e-22,0.0000230328865833407,2.7027712724993e-22,0.0448567917035385,pLoF,6152122309,6,152122309,
MVB12A,ENSG00000141971,2.75344411794672e-21,0.00000529343910082858,3.93349159706674e-22,0.151212474362536,pLoF,19017420072,19,17420072,
BNC2,ENSG00000173068,2.71597395334575e-20,1.51681207193459e-13,4.84328424930063e-21,0.424886962868498,pLoF,9016418902,9,16418902,
H3C11,ENSG00000275379,2.7928835614778e-20,0.0649413529081226,3.989833659254e-21,0.095828262317176,pLoF,6027866825,6,27866825,
LDLR,ENSG00000130164,4.21041499296345e-20,0.00101479605790389,6.01487856137636e-21,0.133579958970229,pLoF,19011089485,19,11089485,
DNMT3B,ENSG00000088305,6.73063913176569e-20,0.000799409145143537,9.61519875966527e-21,0.123355167884604,pLoF,20032780001,20,32780001,
OPTC,ENSG00000188770,7.22265528073149e-20,5.06894019758342e-7,1.03180789724736e-20,0.288919717792908,pLoF,1203495964,1,203495964,
G3BP1,ENSG00000145907,7.61019222826803e-20,0.0112812862702354,1.087170318324e-20,0.165069961276278,pLoF,5151770308,5,151770308,
SMC1B,ENSG00000077935,9.02143106358522e-20,0.00011534512296274,1.33485167998714e-20,0.13303516482759,pLoF,22045340287,22,45340287,
KDM8,ENSG00000155666,3.29914574200363e-19,0.000728491666110442,4.71306534571948e-20,0.121548094187022,pLoF,16027204022,16,27204022,
ABRACL,ENSG00000146386,9.78901091794353e-19,4.89158944905199e-7,1.39843013113479e-19,0.355382143041387,pLoF,6139034045,6,139034045,
GLIS2,ENSG00000126603,1.23036495190109e-18,1.71647626593374e-12,1.75766421700155e-19,0.351647245265514,pLoF,16004332184,16,4332184,
FAM133A,ENSG00000179083,8.18231608410052e-18,0.0000464299655413836,1.16890229772865e-18,0.194795972045157,pLoF,23093671655,X,93671655,
TANGO2,ENSG00000183597,1.71055009706946e-17,0.0000837099994770441,2.44364299581352e-18,0.164595067969374,pLoF,22020036698,22,20036698,
NRM,ENSG00000137404,2.29545985407573e-17,5.01068695424323e-8,6.04063711873661e-18,0.24013261389928,pLoF,6030684319,6,30684319,
DTNBP1,ENSG00000047579,9.79743076871822e-17,0.00015813211942195,1.53934444206761e-17,0.123186660404192,pLoF,6015519995,6,15519995,
SMC6,ENSG00000163029,6.5460935207908e-16,0.0492029726948039,9.35156217255828e-17,0.0609376875814333,pLoF,2017665458,2,17665458,
AP002512.3,ENSG00000284732,9.30319836094286e-16,6.40132671792381e-11,1.62459307623981e-16,0.375958569813527,pLoF,11056462442,11,56462442,
KLHL11,ENSG00000178502,1.36007985951947e-15,0.0739712003267402,1.94297122788495e-16,0.0688568598114118,pLoF,17041845027,17,41845027,
NDOR1,ENSG00000188566,1.58677328311901e-14,0.172739836359466,2.2668189758843e-15,0.0317005655456462,pLoF,9137200677,9,137200677,
METTL25,ENSG00000127720,2.05905673854337e-14,1.94618135005545e-10,6.28037464312357e-14,0.158718803250964,pLoF,12082354442,12,82354442,
RTN4,ENSG00000115310,8.72930142297789e-14,5.19579885338572e-7,1.25763928844858e-14,0.32846119922708,pLoF,2054968051,2,54968051,
GALNT9,ENSG00000182870,8.89868676001644e-14,0.0368577987758231,1.27124096571663e-14,0.0536877568080073,pLoF,12132196350,12,132196350,
TNFRSF19,ENSG00000127863,1.07332591757519e-13,0.00000498914651991811,1.53332273939312e-14,0.454749162436666,pLoF,13023590148,13,23590148,
OSBPL3,ENSG00000070882,1.21432825586635e-13,0.0253778706143341,1.73475465123764e-14,0.0728948003905594,pLoF,7024800172,7,24800172,
COL19A1,ENSG00000082293,2.01318860740691e-13,0.0504506423052681,2.87598372486701e-14,0.0754191068128419,pLoF,6069879512,6,69879512,
CMBL,ENSG00000164237,2.63960235988767e-13,5.0421401387446e-8,3.77167237718313e-14,0.224875202062981,pLoF,5010280396,5,10280396,
MXD3,ENSG00000213347,2.73520441348224e-13,9.0558254759683e-10,1.59887653333588e-13,0.215834469099786,pLoF,5177302206,5,177302206,
ZNF624,ENSG00000197566,2.75574293015622e-13,0.00844157293893744,3.93677561450888e-14,0.0816615592817328,pLoF,17016616874,17,16616874,
KCNN2,ENSG00000080709,4.77124166194698e-13,5.58868553242753e-13,1.96892170843062e-12,0.359323523022551,pLoF,5114362776,5,114362776,
KY,ENSG00000174611,6.97404970091296e-13,0.00435162748182027,9.96292814416138e-14,0.110191868331695,pLoF,3134603506,3,134603506,
SPEG,ENSG00000072195,8.87974580021791e-13,0.00986249311075293,1.26853511431684e-13,0.0611625280415025,pLoF,2219434922,2,219434922,
DLD,ENSG00000091140,1.24313894436122e-12,0.0905782312953176,1.77591277765888e-13,0.0493788418987781,pLoF,7107891148,7,107891148,
MON2,ENSG00000061987,1.85819892273194e-12,0.00863621328234698,2.65456988961706e-13,0.0735108355509108,pLoF,12062467155,12,62467155,
IVD,ENSG00000128928,2.23373415060634e-12,0.00000182024919492818,6.10888779137702e-13,0.135511900063283,pLoF,15040405653,15,40405653,
BZW1,ENSG00000082153,2.69218945232504e-12,5.67414013552536e-8,6.72461942159876e-13,0.256247372386982,pLoF,2200812356,2,200812356,
AP3M2,ENSG00000070718,4.24186322090315e-12,0.00557106006799146,6.05980460129021e-13,0.0874102198202718,pLoF,8042154553,8,42154553,
MARS1,ENSG00000166986,6.32982542510593e-12,0.087962837077493,9.04260775015133e-13,0.0284691028370298,pLoF,12057488034,12,57488034,
TMEM86A,ENSG00000151117,1.29886921923558e-11,1.2396512261148e-8,3.02244971300585e-12,0.37514012005888,pLoF,11018700809,11,18700809,
PKN3,ENSG00000160447,1.96747452347632e-11,0.0301869695593776,2.81067789068046e-12,0.057733764086202,pLoF,9128702873,9,128702873,
SLC39A12,ENSG00000148482,2.39610307324963e-11,0.00117326790420091,4.34532407345124e-12,0.0834986859620654,pLoF,10017953178,10,17953178,
ZNF746,ENSG00000181220,2.48698604579411e-11,0.000135298300245501,3.5528372082773e-12,0.190032962356864,pLoF,7149474281,7,149474281,
KRT72,ENSG00000170486,2.71379239761735e-11,0.0138722507720368,3.8768462823105e-12,0.0974908922024137,pLoF,12052585914,12,52585914,
GPATCH4,ENSG00000160818,3.27750830166983e-11,0.00357959983763811,4.68215471667119e-12,0.109667007618218,pLoF,1156591690,1,156591690,
ZSCAN20,ENSG00000121903,6.24510439629829e-11,0.000309901221073217,9.3447582064705e-12,0.115588628498639,pLoF,1033479197,1,33479197,
FBLN1,ENSG00000077942,6.86968317252172e-11,0.00000303817019919883,9.89747347341171e-12,0.223669913527224,pLoF,22045502942,22,45502942,
LRIG2,ENSG00000198799,6.94998097295691e-11,0.00202166895850719,1.23864461575861e-11,0.0578294531530274,pLoF,1113073357,1,113073357,
PIWIL4,ENSG00000134627,8.29409331814863e-11,0.0000378706897925518,1.19620020757734e-11,0.142192991147095,pLoF,11094567431,11,94567431,
GDAP1,ENSG00000104381,9.47321864139372e-11,0.000429778258254521,1.35331694877053e-11,0.129613432705361,pLoF,8074350440,8,74350440,
TNFAIP8L3,ENSG00000183578,1.25643939696829e-10,0.0000337448191565226,2.10943550228203e-9,0.0865993290384212,pLoF,15051057821,15,51057821,
SNRNP35,ENSG00000184209,1.72480156869609e-10,0.000186399981451979,2.46400224099442e-11,0.109095355117763,pLoF,12123457982,12,123457982,
PLEKHG2,ENSG00000090924,2.02423078299319e-10,0.00162477232925484,1.27667696248272e-10,0.0919508103170936,pLoF,19039407670,19,39407670,
ZW10,ENSG00000086827,2.15334861053407e-10,0.0000803009947833999,4.84808070653447e-11,0.136091414901317,pLoF,11113733581,11,113733581,
CCDC62,ENSG00000130783,2.17178275363494e-10,0.00000743591712804026,1.03628793222157e-10,0.0983238701044515,pLoF,12122774584,12,122774584,
RAB33B,ENSG00000172007,2.23104201779734e-10,0.0000224897889387066,1.17262664558699e-10,0.27646284559716,pLoF,4139454082,4,139454082,
GOLGA8A,ENSG00000175265,2.34009811528324e-10,0.000115585269502838,9.07944688099378e-9,0.110619637048495,pLoF,15034381414,15,34381414,
RSL1D1,ENSG00000171490,3.12196934970643e-10,0.0216093956109129,7.39946219589893e-11,0.0845251896845451,pLoF,16011837720,16,11837720,
ITGB6,ENSG00000115221,5.35751998320677e-10,0.00697671486024587,1.60677927752098e-10,0.0645763838642467,pLoF,2160101731,2,160101731,
TMUB2,ENSG00000168591,5.43484812709494e-10,0.0198704564032071,2.61509148676239e-9,0.0788040232533521,pLoF,17044188856,17,44188856,
GINS4,ENSG00000147536,6.67281119248742e-10,0.0123969579266269,3.19927536827311e-10,0.0775297082168233,pLoF,8041530172,8,41530172,
PHB,ENSG00000167085,7.13557324338865e-10,0.0000766838972557915,1.33801777510859e-10,0.393848642626817,pLoF,17049404965,17,49404965,
YTHDF1,ENSG00000149658,9.64951119009072e-10,2.22658454041925e-9,5.21468583869478e-8,0.202690837392705,pLoF,20063196606,20,63196606,
CCDC122,ENSG00000151773,1.44324862225074e-9,0.0179325331908038,2.06178374607249e-10,0.0523230816352796,pLoF,13043837198,13,43837198,
ASRGL1,ENSG00000162174,1.94843097212072e-9,0.00258596631477759,1.72735087443387e-9,0.0935103650097096,pLoF,11062337882,11,62337882,
PEX3,ENSG00000034693,1.98519599556056e-9,0.00285849715668274,6.61731998520185e-10,0.121322745214093,pLoF,6143450477,6,143450477,
YIF1A,ENSG00000174851,2.93801677285192e-9,0.021256887294862,9.79338924283972e-10,0.0671858090345245,pLoF,11066282202,11,66282202,
CCDC84,ENSG00000186166,3.10421455207432e-9,0.0460342589066458,1.61805294555677e-8,0.114646836201327,pLoF,11118998070,11,118998070,
THADA,ENSG00000115970,4.6575285850281e-9,0.00137191493675792,6.89550225807523e-8,0.041933674454195,pLoF,2043226139,2,43226139,
OSGIN2,ENSG00000164823,5.66469982032913e-9,3.0932177152998e-8,5.53738049857699e-7,0.145400907649491,pLoF,8089902734,8,89902734,
PER2,ENSG00000132326,6.33840513408757e-9,0.259356752330279,9.86117252758876e-10,0.0296556807876737,pLoF,2238239045,2,238239045,
MCC,ENSG00000171444,7.12792780355187e-9,0.0113981500059832,5.77143634489852e-9,0.063052079264244,pLoF,5113027204,5,113027204,
MVB12B,ENSG00000196814,7.20684312227604e-9,4.03718741104342e-7,2.70247926259515e-8,0.212793961968936,pLoF,9126327175,9,126327175,
ZC3H7B,ENSG00000100403,7.26700967013196e-9,0.00192416403504259,2.42233655671065e-9,0.161489433870217,pLoF,22041320567,22,41320567,
PIK3R3,ENSG00000117461,7.29968041568441e-9,0.0626321304788017,4.93907786739682e-9,0.0395434228683422,pLoF,1046035141,1,46035141,
SLFN5,ENSG00000166750,1.02994266816029e-8,0.0132945135351213,1.47134666880041e-9,0.0637210988901668,pLoF,17035258579,17,35258579,
TPCN2,ENSG00000162341,1.0928385389223e-8,0.00269541642516091,3.71703678545775e-9,0.0686492037767014,pLoF,11069048936,11,69048936,
AC010531.1,ENSG00000131152,1.89790501115209e-8,0.00639771404830614,6.32635003717365e-9,0.0941444813889,pLoF,16087302976,16,87302976,
CCDC88A,ENSG00000115355,2.2233982099884e-8,0.0216356943509051,3.80239891498915e-9,0.177073612557524,pLoF,2055291680,2,55291680,
TTC28,ENSG00000100154,3.32390390767046e-8,0.0000475845019596299,5.72263855191935e-8,0.187559904384761,pLoF,22027982129,22,27982129,
PUS7L,ENSG00000129317,4.85055230578937e-8,0.00117769111021204,2.05488441040735e-7,0.0817473621074165,pLoF,12043730339,12,43730339,
DNAL1,ENSG00000119661,6.44624318368869e-8,0.00718671771620694,1.09090256517423e-8,0.12870007499592,pLoF,14073644894,14,73644894,
RNF126,ENSG00000070423,7.18298753810132e-8,0.0148152461245801,1.69539337013802e-8,0.210100301862812,pLoF,19000643197,19,643197,
EPHB4,ENSG00000196411,1.11184371709427e-7,0.00133981035064279,4.94541791962178e-8,0.167004691462564,pLoF,7100797576,7,100797576,
KCNQ2,ENSG00000075043,1.12190573386961e-7,0.004694059460711,1.78600749745073e-8,0.172453892416721,pLoF,20063406527,20,63406527,
FRAS1,ENSG00000138759,1.46938892719994e-7,0.00399971430720791,3.24332365408964e-8,0.0350046042923439,pLoF,4078057933,4,78057933,
BDP1,ENSG00000145734,1.60501518964296e-7,0.0458299426873798,4.25584301133597e-8,0.0334866522060462,pLoF,5071455804,5,71455804,
HELT,ENSG00000187821,1.80533589855258e-7,1.84299665972887e-7,0.00000358032393377172,0.300460957283788,pLoF,4185018840,4,185018840,
P3R3URF-PIK3R3,ENSG00000278139,1.82798208570034e-7,0.131077914237669,9.75634130151448e-8,0.0296849912321274,pLoF,1046043619,1,46043619,
NIBAN3,ENSG00000167483,2.01202680183421e-7,0.426665533195278,7.2575051746071e-8,0.0195300673659221,pLoF,19017520833,19,17520833,
TBXT,ENSG00000164458,2.29713264854325e-7,0.000798318173516277,1.57506061082557e-7,0.129418793762966,pLoF,6166158198,6,166158198,
TXNDC11,ENSG00000153066,2.78987601465275e-7,0.000935801939485947,1.45865918788068e-7,0.0596465855292055,pLoF,16011675962,16,11675962,
PLCD3,ENSG00000161714,3.45036254123521e-7,0.172754338987655,9.94366657902646e-8,0.0326138570918119,pLoF,17045103962,17,45103962,
GAS2L3,ENSG00000139354,5.05965257580065e-7,0.000870128733411857,2.84679607220895e-7,0.135415857845932,pLoF,12100580049,12,100580049,
ACSF3,ENSG00000176715,5.63896361827076e-7,0.071277272530997,1.83016371835265e-7,0.0316272954092983,pLoF,16089100579,16,89100579,
SLC22A13,ENSG00000172940,5.68544424872641e-7,0.923471734552382,1.22050253348327e-7,0.000694538943057265,pLoF,3038265792,3,38265792,
S1PR1,ENSG00000170989,5.76447727329565e-7,6.40935035711721e-7,0.00000136754231128133,0.208886533996383,pLoF,1101238896,1,101238896,
GAB3,ENSG00000160219,6.34224607054534e-7,0.0000536627620602026,2.55851406616436e-7,0.232203256046509,pLoF,23154678203,X,154678203,
TMEM18,ENSG00000151353,6.93865700229779e-7,0.0000934059002910548,4.1792975136179e-7,0.101675993778741,pLoF,2000669505,2,669505,
SLC5A1,ENSG00000100170,7.52667944192709e-7,0.000531959825665007,3.12932940227384e-7,0.122074571608942,pLoF,22032039468,22,32039468,
CCIN,ENSG00000185972,7.57080115598718e-7,0.00337641497939245,4.27364029831345e-7,0.1524486204083,pLoF,9036169428,9,36169428,
NCF1,ENSG00000158517,8.11966200608971e-7,0.047760183393742,6.54577262282352e-7,0.0645438086400634,pLoF,7074777220,7,74777220,
ATAD2B,ENSG00000119778,8.35714926150644e-7,0.0728530032291206,2.77352765643002e-7,0.13828152130078,pLoF,2023751996,2,23751996,
ECPAS,ENSG00000136813,8.40777195865172e-7,0.00103527126403236,4.76932155324405e-7,0.068692154840604,pLoF,9111361928,9,111361928,
PSAT1,ENSG00000135069,8.50831839316335e-7,0.00146278472776273,2.7715615280588e-7,0.0942893396740964,pLoF,9078297121,9,78297121,
SIGLEC9,ENSG00000129450,0.00000101760631454617,0.00000993781922864478,2.2165602675539e-7,0.0778855388682077,pLoF,19051124854,19,51124854,
COMTD1,ENSG00000165644,0.00000102056386530602,0.00006531837518442,4.45727883491287e-7,0.121951051456914,pLoF,10075229598,10,75229598,
RRN3,ENSG00000085721,0.00000106493558615917,0.000287410445499514,1.7527661544392e-7,0.122793475200044,pLoF,16015055847,16,15055847,
USP32,ENSG00000170832,0.00000109829936145722,0.279866137381879,1.74213194092943e-7,0.0427402879074891,pLoF,17060179156,17,60179156,
REN,ENSG00000143839,0.00000118578079477683,0.106763407022237,2.6315669532373e-7,0.0507820960618089,pLoF,1204149837,1,204149837,
HLA-DRB5,ENSG00000198502,0.00000133186457085266,0.00985906979351214,5.70338220207134e-7,0.070506993162321,pLoF,6032519393,6,32519393,
OR52K2,ENSG00000181963,0.00000134019300934707,0.0262139483267549,4.26671950215507e-7,0.0599493385995137,pLoF,11004449305,11,4449305,
PRDM9,ENSG00000164256,0.00000140953859639747,0.00105539399361954,7.09632154372031e-7,0.0712988431759054,pLoF,5023508931,5,23508931,
RCBTB1,ENSG00000136144,0.0000014288027005982,0.000469957226367557,8.40162170723247e-7,0.118463541533133,pLoF,13049528474,13,49528474,
KCNH7,ENSG00000184611,0.00000160164749540836,0.143586512666616,5.79009981405143e-7,0.0699294178749414,pLoF,2162371271,2,162371271,
ATP8A2,ENSG00000132932,0.00000160293857021099,0.0707204842164455,8.34905088065163e-7,0.049302090107067,pLoF,13025372142,13,25372142,
AATF,ENSG00000275700,0.00000171562128425951,0.000601940091348174,0.00000150095760043101,0.0682396164436311,pLoF,17036949059,17,36949059,
GLRX5,ENSG00000182512,0.00000182045834828948,0.000217995939824855,0.00000153771010935611,0.184151451043657,pLoF,14095534996,14,95534996,
TK2,ENSG00000166548,0.00000182708360640937,0.15414913065001,5.22923674362019e-7,0.0393558498700077,pLoF,16066511901,16,66511901,
C16orf95,ENSG00000260456,0.00000187038321908251,0.0135292693932108,7.92399176052783e-7,0.0710741503037095,pLoF,16087302976,16,87302976,
IFITM5,ENSG00000206013,0.00000200918479620338,0.00000224000910509226,0.000276146905980101,0.144599578177604,pLoF,11000293198,11,293198,
CEP63,ENSG00000182923,0.00000201565381774405,0.0602184539623168,6.23923332554455e-7,0.0290119045800101,pLoF,3134482766,3,134482766,
FCRL4,ENSG00000163518,0.00000210024102909045,0.126135533242934,8.06529963148783e-7,0.0293777126999879,pLoF,1157575475,1,157575475,
KCNT1,ENSG00000107147,0.00000217181058748128,0.0629095768762797,6.72031474913126e-7,0.0421434644925105,pLoF,9135697372,9,135697372,
CYREN,ENSG00000122783,0.00000225645729723389,0.0027228502773069,0.00000229277447305609,0.143468124614996,pLoF,7135166461,7,135166461,
FBXO2,ENSG00000116661,0.00000227792618001654,0.0721338954110874,0.00000137011665901632,0.0490784245573706,pLoF,1011648566,1,11648566,
PWP1,ENSG00000136045,0.00000247719740764651,0.0971094861867199,8.18900761756503e-7,0.0290629318262741,pLoF,12107685811,12,107685811,
PAF1,ENSG00000006712,0.0000026409990331322,0.0164174134766285,0.00000220884351920247,0.0903527892718198,pLoF,19039380630,19,39380630,
MOGAT2,ENSG00000166391,0.00000284205075729016,0.0132630532998361,8.48607551562353e-7,0.0980397081369594,pLoF,11075717814,11,75717814,
EIF2B1,ENSG00000111361,0.00000338545081313146,0.00000766216173797574,0.00000596324553647776,0.109404505392466,pLoF,12123615407,12,123615407,
CASP14,ENSG00000105141,0.00000383421005389906,0.0000318795440731323,0.00000380294684121374,0.123232185469205,pLoF,19015052155,19,15052155,
TLR1,ENSG00000174125,0.00000387937472212663,0.00017998634316696,0.00000178073002465862,0.0582154886152152,pLoF,4038796372,4,38796372,
DOCK10,ENSG00000135905,0.00000437932553265519,0.00462113547193432,0.0000015133893225272,0.0580225323957216,pLoF,2224765687,2,224765687,
RSAD1,ENSG00000136444,0.00000450923756445398,0.0000630154664845728,0.0000130908124240658,0.0713402704221751,pLoF,17050473860,17,50473860,
AMPD3,ENSG00000133805,0.00000458603631492416,0.00000541497965644844,0.0000306817614230681,0.103202795902043,pLoF,11010450171,11,10450171,
RABGEF1,ENSG00000154710,0.0000046023094129044,0.175206901702373,0.00000160679670668795,0.0550731747225031,pLoF,7066755995,7,66755995,
FBXO7,ENSG00000100225,0.0000050958906121501,0.00000401657317150583,0.00397970090540001,0.0822433925096887,pLoF,22032474913,22,32474913,
UNC80,ENSG00000144406,0.00000533468341401555,0.0103578648853939,0.00000253823420326427,0.0498015254241403,pLoF,2209772023,2,209772023,
FKBPL,ENSG00000204315,0.00000561890947348154,0.0159884637501873,0.00000363641438638762,0.061358634781387,pLoF,6032125992,6,32125992,
STAG3,ENSG00000066923,0.00000564557609517014,0.103270328404104,0.00000273250142668324,0.0273768545228592,pLoF,7100173788,7,100173788,
TTLL11,ENSG00000175764,0.00000582500749735093,0.0377240152351362,0.0000028114623455977,0.0547293784454857,pLoF,9121822491,9,121822491,
ECHS1,ENSG00000127884,0.00000648167161332314,0.0000207777243418361,0.0000104602423064426,0.132145586950412,pLoF,10133357850,10,133357850,
SMTNL2,ENSG00000188176,0.0000070316564034778,0.0109298932851518,0.00000291277774788767,0.0801810247814365,pLoF,17004584481,17,4584481,
PIK3C3,ENSG00000078142,0.00000731151087296489,0.0126749676731749,0.00000335714211696647,0.0798779431850254,pLoF,18041955235,18,41955235,
CHRDL2,ENSG00000054938,0.00000813427205825779,0.0413200692746545,0.00000636997176628462,0.0653841802125004,pLoF,11074696462,11,74696462,
UTP25,ENSG00000117597,0.00000861455804412881,0.0303416365955617,0.0000025700156497388,0.0528617297947438,pLoF,1209828015,1,209828015,
THAP10,ENSG00000129028,0.00000893680265590113,0.00468149385114025,0.00000859659971375049,0.111985203852184,pLoF,15070882410,15,70882410,
MCF2L2,ENSG00000053524,0.0000096065205592577,0.585946905025287,0.00000334234310050974,0.0113405661432584,pLoF,3183179240,3,183179240,
DBF4B,ENSG00000161692,0.0000117753375697971,0.0353034001995954,0.00000469526143731525,0.0774272876368562,pLoF,17044708709,17,44708709,
GLIPR1,ENSG00000139278,0.0000121608198481171,0.00977991501927244,0.00000530907676687953,0.093013801962324,pLoF,12075480826,12,75480826,
KRT73,ENSG00000186049,0.0000121960921859454,0.0000680017982329639,0.0000281708511138401,0.0832510731567203,pLoF,12052608104,12,52608104,
GLYAT,ENSG00000149124,0.0000127021169996633,0.00367162926165499,0.00000658641491035894,0.0860738692185307,pLoF,11058709674,11,58709674,
SPP2,ENSG00000072080,0.000013186602787818,0.0000114814857794521,0.000192975428143005,0.0983477071974413,pLoF,2234050729,2,234050729,
MFSD11,ENSG00000092931,0.0000149592052870462,0.000449630908684995,0.0000121861084551034,0.0651067212320884,pLoF,17076732924,17,76732924,
SDCCAG8,ENSG00000054282,0.0000155207717735806,0.0185348050092918,0.00000587572865828889,0.053391073545094,pLoF,1243256104,1,243256104,
CD200R1L,ENSG00000206531,0.0000175345142153782,0.0308472931083541,0.00000702088631565623,0.0505345714399999,pLoF,3112819667,3,112819667,
RBKS,ENSG00000171174,0.0000181371267589103,0.0000562293537044178,0.0000172438234073979,0.0228749467400059,pLoF,2027779327,2,27779327,
SDHAF2,ENSG00000167985,0.0000186414956977465,0.000826638254600276,0.0000129405215192335,0.11543662740751,pLoF,11061429186,11,61429186,
MRPL3,ENSG00000114686,0.0000218028200732467,0.0240885530043558,0.0000079923910321078,0.0574174075666914,pLoF,3131462645,3,131462645,
NUSAP1,ENSG00000137804,0.0000233975217426297,0.783675008918559,0.00000688745725718753,0.00738065999082747,pLoF,15041319566,15,41319566,
AC087721.2,ENSG00000285920,0.0000233975217426297,0.783675008918559,0.00000688745725718753,0.00738065999082747,pLoF,15041309728,15,41309728,
CFAP92,ENSG00000114656,0.0000255024603713627,0.0239593336396062,0.0000107413730522365,0.0495362560416901,pLoF,3128971155,3,128971155,
SCG2,ENSG00000171951,0.0000267821874933016,0.0458060001973417,0.00000972233876295192,0.103871379582848,pLoF,2223597312,2,223597312,
CLCN2,ENSG00000114859,0.0000268428031950929,0.0706733299781002,0.0000125351959207043,0.0428787520572413,pLoF,3184341664,3,184341664,
PRM1,ENSG00000175646,0.0000273010779564542,0.0000336543667397438,0.0000349559768095808,0.239175829106308,pLoF,16011275851,16,11275851,
SLC22A24,ENSG00000197658,0.0000300806988628999,0.172889357097838,0.0000126668737028268,0.0258273218582552,pLoF,11063079904,11,63079904,
OCIAD1,ENSG00000109180,0.0000310434487968969,0.047688132517491,0.0000141470439075642,0.0657724588573834,pLoF,4048831422,4,48831422,
SLC6A19,ENSG00000174358,0.0000318265770687942,0.0661777917471849,0.000017451438334426,0.0276738423175785,pLoF,5001201558,5,1201558,
RYR2,ENSG00000198626,0.0000334211340604629,0.513450196931769,0.0000175922482398283,0.0136292542348537,pLoF,1237042409,1,237042409,
ZBTB26,ENSG00000171448,0.0000340262045595008,0.0146193600417198,0.0000183721260067493,0.297769329601353,pLoF,9122910723,9,122910723,
PYROXD1,ENSG00000121350,0.000034397056849822,0.0121435289950639,0.0000186196584496257,0.0463256627335773,pLoF,12021437650,12,21437650,
TMEM176B,ENSG00000106565,0.0000351009282013592,0.0133683209203946,0.000014781097002925,0.0871393743351396,pLoF,7150791472,7,150791472,
CBWD2,ENSG00000136682,0.000036035118326061,0.00948457502212252,0.0000327980702811148,0.0915160847537929,pLoF,2113437677,2,113437677,
NOM1,ENSG00000146909,0.0000389585186746366,0.000141953274688245,0.000133881210961029,0.0616960697714604,pLoF,7156949574,7,156949574,
CCND1,ENSG00000110092,0.0000411463850565678,,,,pLoF,11069641243,11,69641243,
